0:0	despite that , we do n't have the slightest chance of terrorism taking place .	N/A	despite that , there is not the slightest chance for terrorism .	N/A	1	1	0-0 1-1 2-2 7-6 8-7 9-8 10-9 11-10 14-11 3-3 3-4 3-5 4-3 4-4 4-5 5-3 5-4 5-5 6-3 6-4 6-5		 
373:373	the winner received his prize of 3 gold medals from local officials in the tourist industry .	N/A	the winner was awarded three gold metals by local tourism officials .	N/A	1	1	0-0 1-1 2-2 2-3 3-2 3-3 4-2 4-3 5-2 5-3 6-4 7-5 8-6 9-7 10-8 11-10 12-9 13-9 14-9 15-9 16-11		 
374:374	due to the long time exposure on earth surface , some fossils have been broken into pieces .	N/A	because of the long-time exposure to air , some of the bones were broken .	N/A	1	1	0-0 0-1 1-0 1-1 2-2 3-3 4-3 5-4 6-5 6-6 7-5 7-6 8-5 8-6 9-7 10-8 10-9 11-10 11-11 14-13 15-13 16-13 17-14 12-12 13-12		 
375:375	boeing company was originally scheduled to test the new booster that carried the missile " interceptor " in 2000 but it postponed the test due to technical reasons .	N/A	boen originally planned to test new boosting rockets carrying missiles since 2000 , but delayed due to technical problems .	N/A	1	1	0-0 1-0 2-1 3-1 4-2 5-3 6-4 8-5 9-6 9-7 11-8 12-9 13-9 18-11 19-13 21-14 22-14 23-14 24-15 25-16 26-17 27-18 28-19 17-10		 
376:376	citizens of our nation only need to think about giving birth to children but not raising them .	N/A	the people need only to be concerned about childbirth not childcare .	N/A	1	1	4-3 5-2 6-4 7-5 7-6 8-7 9-8 10-8 11-8 12-8 14-9 15-10 16-10 17-11 0-0 0-1 1-0 1-1 2-0 2-1 3-0 3-1		 
377:377	the winner received three motor boats from local officials in the tourist sector .	N/A	the winner received 3 gold medals from local tourism officials .	N/A	1	1	0-0 1-1 2-2 3-3 6-6 7-7 8-9 9-8 10-8 11-8 12-8 13-10 4-4 4-5 5-4 5-5		 
378:378	exports of industrial materials , most are energy related , fell by 800 million us dollars .	N/A	industrial materials exports , mostly energy , fell by u.s. $ 800 million .	N/A	1	1	0-2 1-2 2-0 3-1 4-3 5-4 6-4 7-5 9-6 10-7 11-8 12-11 13-12 14-9 15-10 16-13		 
379:379	he said that : " many members of this committee are still heel-dragging . "	N/A	he said , " many asean members are still hesitant .	N/A	1	1	0-0 1-1 3-2 4-3 5-4 6-6 10-7 11-8 12-9 13-10 8-5 9-5		 
380:380	furthermore , there will be the showing of ten films that will stress the traditional fine arts and architecture , skills and modern life in japan .	N/A	also ten films will be shown concentrating on traditional fine arts and skills and modern life in japan.1	N/A	1	1	0-0 3-3 4-4 5-5 6-5 7-5 8-1 9-2 12-6 12-7 13-8 14-8 15-9 16-10 17-11 20-12 21-13 22-14 23-15 24-16 25-17 26-17		 
381:381	among the 517 polled , only 20.6 % were willing to call themselves chinese , and 1.6 % did n't give a definitive answer definitely , nor did they express any opinion on the issue .	N/A	only 20.6 % of the 517 people inquiried thought they were chinese and other 1.6 % did n't give a certain answer or made no comments .	N/A	1	1	0-3 1-4 2-5 3-7 5-0 6-1 7-2 13-11 15-12 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 26-22 26-24 29-23 31-25 32-25 33-25 34-25 35-26 8-8 8-9 8-10 9-8 9-9 9-10 10-8 10-9 10-10 11-8 11-9 11-10 12-8 12-9 12-10		 
382:382	so , in fighting terms , those divulging the scandal have won politically .	N/A	in battle then , the disgracers have won politically .	N/A	1	1	2-0 3-1 5-3 6-4 7-5 8-5 9-5 10-6 11-7 12-8 13-9 4-2		 
383:383	the agency added that the conference meetings are to be preceded by preparatory meetings at the level of experts the day after tomorrow , monday , and will last for two days .	N/A	a two days preliminary meeting on experts level will begin on monday , before the beginning of the conference , the agency added .	N/A	1	1	0-20 1-21 2-22 4-17 5-18 10-13 11-13 12-3 13-4 14-5 15-6 15-7 16-6 16-7 17-6 17-7 18-6 18-7 24-10 24-11 25-12 30-1 31-2 32-23 7-8 8-8 9-8		 
384:384	she was scheduled to leave washington for lahai tomorrow , i.e. on thursday evening .	N/A	she was supposed to leave washington tomorrow night heading to lanai .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-8 6-9 7-10 8-6 13-7 14-11		 
385:385	japanese prime minister youshiro mori expressed that he supports the air strike military action and urged baghdad to let the un weapons inspectors to do their inspections without any conditions .	N/A	japanese prime minister obuchi keizo expressed his support to air attack , and appealed baghdad to accept unconditional un weapon inspection .	N/A	1	1	0-0 1-1 2-2 3-3 3-4 4-3 4-4 5-5 7-6 8-7 10-9 11-10 12-10 13-10 14-12 15-13 16-14 17-15 19-18 20-18 21-19 22-20 27-17 28-17 29-17 30-21 6-5 9-8 18-16 23-16 24-16 25-16 26-16		 
386:386	they still lack the experience of being in an international contest .	N/A	they need more experience for international games .	N/A	1	1	0-0 2-1 2-2 4-3 5-4 6-4 7-4 8-4 9-5 10-6 11-7 3-3		 
387:387	china plans to make investments in its infrastructure facilities in order to cast off the effects of the asian financial crisis .	N/A	china plans to invest in infrastructure to eliminate the effect of the asian financial crisis .	N/A	1	1	0-0 1-1 2-2 3-3 4-3 5-4 7-5 8-5 9-6 10-6 11-6 12-7 13-7 14-8 15-9 16-10 17-11 18-12 19-13 20-14 21-15		 
388:388	gu yongjiang indicated , the economic development of the inland provides hong kong with five great opportunities :	N/A	gu yongjiang said the development of mainland economy provided 5 opportunities for hong kong :	N/A	1	1	0-0 1-1 2-2 4-3 5-7 6-4 7-5 8-6 9-6 10-8 11-12 12-13 13-11 14-9 16-10 17-14		 
389:389	in that area , the businessmen who sold electronic products had to move to other locations after the violence in may .	N/A	the electronics store owners there were forced to relocate after the riot in may .	N/A	1	1	4-0 5-2 5-3 6-2 6-3 7-2 7-3 8-1 9-1 10-5 10-6 10-7 11-5 11-6 11-7 12-8 13-8 14-8 15-8 16-9 17-10 18-11 19-12 20-13 21-14 0-4 1-4 2-4		 
390:390	papatrus said : " cyprus does not believe that the decision of the council of ministers will make it a target of terrorist activities .	N/A	" cyprus does not believe that cabint decision would turn it into a target for terrorist attack ,	N/A	1	1	3-0 4-1 5-2 6-3 7-4 8-5 9-7 10-7 11-7 12-6 13-6 14-6 15-6 16-8 17-9 17-10 17-11 18-9 18-10 18-11 19-12 20-13 21-14 22-15 23-16 24-17		 
391:391	however , the republican complainant in the house wanted to summon 15 people including lewinsky to testify in court .	N/A	the republican prosecutors hope to ask lewinsky and another 15 people to testify in court .	N/A	1	1	2-0 3-1 4-2 8-3 9-4 10-5 11-9 12-10 14-6 15-11 16-12 17-13 18-14 19-15 13-7		 
392:392	starbucks , headquartered in seattle of the united states , has more than 7,000 chain stores in over 30 countries .	N/A	the seattle based starbucks has opened 7,000 chain stores in more than 30 countries .	N/A	1	1	0-3 2-2 3-2 4-1 5-1 6-1 7-1 8-1 10-4 13-6 14-7 15-8 16-9 17-10 17-11 18-12 19-13 20-14		 
393:393	it 's known to the external world that after kiichi migazawa resigned , general secretary of the social democratic party masajuro shiokawa would replace him .	N/A	it is widespread outside that after miyazawa 's resignation , byota , general director of liberal party will replace him .	N/A	1	1	0-0 1-1 4-3 5-3 6-3 7-4 8-5 9-6 10-6 11-7 11-8 12-9 13-12 14-13 15-14 16-15 17-15 18-15 19-16 22-17 23-18 24-19 25-20 2-2 3-2 20-10 21-10		 
394:394	this six-day competition attracted participation from ten county level men 's basketball representative teams from every region of the entire country .	N/A	the six-day long tournament has attracted 10 county-level men 's basketball teams across the country to participate .	N/A	1	1	0-0 1-1 1-2 2-3 3-5 6-6 7-7 8-7 9-8 10-9 11-10 12-11 13-11 18-13 20-14 21-17 14-12 15-12 16-12 17-12		 
395:395	i do not want to play this kind of role .	N/A	i do n't want to play this role .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 8-6 9-7 10-8		 
396:396	according to the statistics , currently , there are more than one hundred subsidiary agricultural product enterprises with a gross product of 100 million yuan in jiangsu province .	N/A	statistics show that more than 100 enterprises in jiangsu that produce processed agricultural products have output values of over rmb 100 million .	N/A	1	1	0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 3-0 3-1 3-2 9-3 10-4 11-5 12-5 13-11 14-12 15-13 16-6 19-15 19-16 20-15 20-16 21-17 22-20 23-21 24-19 25-7 26-8 27-8 28-22		 
397:397	a tourist will be able to reclaim the tax that he paid on purchases .	N/A	tourists will also be able to reclaim tax paid on goods .	N/A	1	1	0-0 1-0 2-1 3-3 4-4 5-5 6-6 7-7 8-7 11-8 12-9 13-10 14-11		 
398:398	typhoon no. 17 hit wenzhou in the front , and damaged 862 kilometers of the city 's dyke , of which 357.7 kilometers were fully destroyed .	N/A	862km dam in wenzhou were damaged by the frontal attack of no.17 typhoon , and 357.7km of them were destroyed .	N/A	1	1	0-12 1-11 2-11 4-3 5-6 6-7 7-8 10-5 11-0 12-0 13-2 17-1 18-13 21-15 22-15 23-18 25-19 26-20 3-9 19-14 20-14		 
399:399	the cost for the first phase of the project , which is the only one of itskind according to its designers , was $ 200 million .	N/A	the cost of phase one of this unique project is estimated by its designers , to be 200 million dollars .	N/A	1	1	0-0 1-1 2-2 3-3 3-4 4-3 4-4 5-3 5-4 6-5 7-6 8-8 17-10 17-11 18-10 18-11 19-12 20-13 21-14 23-19 24-17 25-18 26-20 11-9 22-15 22-16		 
400:400	before the general election in november they will unfold " warming up activities " such as advertising publicity , election debates. etc .	N/A	they will begin promotion , debates and other " warm-up campaigns " before the november election .	N/A	1	1	0-12 1-13 3-15 4-14 5-14 6-0 7-1 9-8 10-9 11-9 12-10 13-11 18-4 20-5 22-16 16-3 17-3 21-6 21-7		 
401:401	last year , president fox paid a total of 15 visits to foreign countries .	N/A	last year , president fox made 15 foreign trips .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 9-6 10-7 10-8 11-7 11-8 12-7 12-8 13-7 13-8 14-9 5-5 6-5 7-5 8-5		 
402:402	the words from the same victim were also quoted in a report published by the new york times on june 10 .	N/A	an article published in the new york times of june 10 also quoted the same victim .	N/A	1	1	3-13 4-14 5-15 7-11 8-12 10-0 11-1 12-2 13-3 14-4 15-5 16-6 17-7 18-8 19-9 20-10 21-16		 
403:403	however , the " international information " report said that china and india 's strong growth is expected to push the asian-pacific region to the first place in 2005 .	N/A	international information 's report said the strong growth in china and india could push asia pacific to the number one position by 2005 .	N/A	1	1	4-0 5-1 7-3 8-4 10-9 11-10 12-11 14-6 15-7 19-13 20-14 21-14 21-15 23-16 24-17 25-18 25-19 26-20 27-21 28-22 29-23 9-5 16-12 17-12 18-12		 
404:404	there is a clear image of the domain of the people 's republic of china in the middle of the yuhua stone .	N/A	on the center of the stone is a very clear map of the people 's republic of china .	N/A	1	1	1-6 2-7 3-8 3-9 4-10 5-11 9-12 10-13 11-14 12-15 13-16 14-17 15-0 16-1 17-2 18-3 19-4 20-5 21-5 22-18		 
405:405	however , experts now believe that it is a more serious problem that has led to the communication disconnection .	N/A	however , experts now think a more serious problem has caused the breakdown in communication .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-4 8-5 9-6 10-7 11-8 13-9 14-10 15-10 16-11 17-12 17-13 17-14 18-12 18-13 18-14 19-15		 
406:406	the three pieces of the wall were shipped to new york last october in commemoration of the reunification of the two germanys in 1990 .	N/A	these 3 blocks were sent to new york last oct. to commemorate unification of the east and west germany .	N/A	1	1	0-0 1-1 2-2 3-2 4-2 5-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 13-10 13-11 14-10 14-11 15-10 15-11 16-12 17-12 18-13 19-14 20-15 20-16 20-17 20-18 21-15 21-16 21-17 21-18 24-19		 
407:407	the spokesman for the iranian ministry of foreign affairs , hamid redha asfa , rejected these declarations by saddam and described them as " without any foundation and racist " .	N/A	iranian foreign ministry spokesman , hamed riza rejected saddam 's statements and described them as " baseless and racist . "	N/A	1	1	0-3 1-3 3-0 4-0 5-2 6-1 7-1 8-1 9-4 10-5 11-6 12-6 14-7 16-10 18-8 19-11 20-12 21-13 22-14 23-15 24-16 25-16 26-16 27-17 28-18 29-20 30-19 17-9		 
408:408	after he met this little princess who is still in her teens , both fell in love with each other , which changed his life tremendously .	N/A	but his life changed dramatically when he met the young teenage princess and the pair fell in love .	N/A	1	1	0-5 1-6 2-7 4-9 5-11 6-10 7-10 8-10 9-10 10-10 11-10 12-12 13-13 13-14 14-15 15-16 16-17 17-17 18-17 19-17 22-3 23-1 24-2 25-4 26-18 3-8		 
409:409	it is noted that the syrian - israeli peace negotiations have stagnated since the tenth of january .	N/A	the syrian-israel negotiations have been frozen since the 10th of january .	N/A	1	1	4-0 5-1 6-1 7-1 9-2 10-3 11-5 12-6 13-7 14-8 15-9 16-10 17-11 8-2 10-4		 
410:410	at present , there are as many as 800 agricultural projects in jiangsu that receive investment directly from overseas , with a total amount of over 800 million us dollars .	N/A	nowadays , the direct investment projects of foreign capital were 800 , and the capital was above us $ 80 million .	N/A	1	1	0-0 1-0 2-1 4-9 8-10 10-5 15-4 16-3 17-6 19-11 21-13 25-16 26-19 27-20 28-17 29-18 30-21 18-7 18-8 20-12 22-14 23-14 24-15		 
411:411	the report added that the government forces clashed with the attackers from the abu sayyaf group , which forced them to flee .	N/A	it added that government forces clashed with the abu sayyaf attackers causing them to flee .	N/A	1	1	2-1 3-2 5-3 6-4 7-5 8-6 10-10 12-7 13-8 14-9 19-12 20-13 21-14 22-15 0-0 1-0 18-11 4-3		 
412:412	berezovsky has been a political asylum seeker in britain since 2003 after he fled russia when vladimir putin won the presidency .	N/A	mr berezovsky was granted political asylum in britain in 2003 after putin came to power .	N/A	1	1	0-0 0-1 4-4 5-5 6-5 7-6 8-7 9-8 10-9 11-10 16-11 17-11 18-12 18-13 18-14 19-12 19-13 19-14 20-12 20-13 20-14 21-15 1-2 1-3 2-2 2-3 15-10		 
413:413	it has retained its relationship with israel and it has improved its relationship with the palestinians .	N/A	it kept the relationship with israel and improved the one with the palestinians .	N/A	1	1	0-0 2-1 4-3 5-4 6-5 7-6 10-7 13-10 14-11 15-12 16-13 3-2 11-8 12-9		 
414:414	the yemen government said that , the yemen military initiated the attack towards the abductors when some hostages were obviously about to be killed .	N/A	yemen government said yemen army began to attack the kidnappers only when some hostages were obviously to be killed .	N/A	1	1	0-0 1-0 2-1 3-2 6-3 7-3 8-4 9-5 13-8 14-9 15-11 16-12 17-13 18-14 19-15 21-16 22-17 23-18 24-19 4-2 10-6 10-7 11-6 11-7 12-6 12-7		 
415:415	al kawwas will perform contemporary arabic poems , set to music and sung in an innovative manner that combines traditional arabic singing and the traditions of operatic singing ,	N/A	al-qawas will perform tomorrow , a number of contemporary arabic poems in a new singing style which combines traditional arabic song and opera .	N/A	1	1	0-0 1-0 2-1 3-2 4-8 5-9 6-10 7-4 13-11 14-12 15-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-22 25-22 26-22 27-22 28-23		 
416:416	the navy officer said that the star shell cartridge case went through two walls then ended up in the bathroom of that house .	N/A	a navy official said the star shell hit the bathroom after going through two walls .	N/A	1	1	0-0 1-1 2-2 3-3 5-4 6-5 7-6 10-11 11-12 12-13 13-14 15-7 16-7 17-7 18-8 19-9 23-15 4-3 14-10		 
417:417	at the moment , the wenzhou people have taken immediate action to build dams in order to deal with the emergency and safeguard their homeland .	N/A	the local people have now taken an emergency action to repair the dyke and protect their homes .	N/A	1	1	4-0 6-2 7-3 8-5 9-6 9-7 10-8 11-9 12-10 13-11 13-12 19-7 20-7 21-13 22-14 23-15 24-16 25-17 5-1		 
418:418	the armed organization hamas is considered to be al fath 's opposition party .	N/A	fatah is a political rival of islamic movement hamas .	N/A	1	1	1-6 2-7 3-8 4-1 8-0 9-0 11-3 12-4 13-9 5-1 6-1 7-1		 
419:419	below , please listen to the comprehensive report of voice of america reporter fang yuan .	N/A	now lets listen to the comprehensive report by voa reporter fang yuan .	N/A	1	1	3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-8 11-8 12-9 13-10 14-11 15-12 0-0		 
420:420	since the violent riot broke out in may , chinatown is attacked once again by violence .	N/A	since a serious riot in may , china town was violently attacked again .	N/A	1	1	0-0 1-1 2-2 3-3 6-4 7-5 8-6 9-7 9-8 10-9 11-11 12-12 13-12 14-10 15-10 16-13		 
421:421	this is the first representative office established in china by the dutch trade promotion association .	N/A	this is the first representative office of the association in china .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 7-9 8-10 9-6 10-7 14-8 15-11 11-8 12-8 13-8		 
